	MisSyn	pli	Length	GO	sHet	mrna	n_mrna	CDS	lof	phy	Set
GCST90025950_EFO_0005091	0.19588	0.88	24691.0	20.5	0.0085968	9.671760334259261	47.0	1308.0	45.966	1.026	Common
GCST012201_EFO_0000571	0.64872	0.69	43393.5	18.0	0.0515708	8.61213731388889	46.0	1438.5	44.4215	1.07275	Common
GCST90302085_EFO_0022311	0.661715	0.7105	47939.0	18.5	0.027144775000000003	13.961960055555558	53.0	2162.0	94.494	1.08	Common
GCST90435153_EFO_1000726	-0.273	0.395	113997.0	59.0	0.0642238	54.2657187037037	54.0	1728.0	59.145	1.138	Common
GCST005001_EFO_0008401	0.040818	0.759	194171.0	15.0	0.0161568	5.727210920370372	49.0	1724.0	54.244	1.0375	Common
GCST005010_EFO_1000831	0.4369	0.659	321490.0	22.0	0.0435776	4.267271544444444	39.0	1494.0	64.506	1.125	Common
GCST004878_EFO_0000699	0.49591	0.654	63632.0	22.0	0.0225602	17.000672037037038	54.0	1518.0	59.98	1.026	Common
GCST004873_EFO_0001065	0.18011459999999999	0.909	56925.0	15.0	0.0322709	9.33465222222222	43.0	1751.0	54.129	1.026	Common
GCST90090962_EFO_0004992	0.50778	0.311	157581.0	11.0	0.11956	8.387234444444447	54.0	1765.0	58.965	1.13125	Common
GCST90310295_EFO_0006336	0.070331	0.633	121107.0	15.0	0.0428237	11.038099074074076	53.0	1785.0	60.146	1.0619166666666666	Common
GCST007066_EFO_0009270	0.0814515	0.6305000000000001	133335.5	15.0	0.0486667	10.583032620370371	52.0	1721.5	56.5995	1.0896249999999998	Common
GCST90269683_EFO_0022258	-0.040711500000000005	1.0579999999999998	43574.0	20.5	0.00816304	13.078077675925925	49.5	1775.0	60.332499999999996	1.0095	Common
GCST90302117_EFO_0010116	-0.064409	0.912	51046.0	18.0	0.00851996	5.719403999999999	48.0	1425.0	52.573	1.026	Common
GCST90100568_EFO_0010067	0.069454	0.731	119384.0	14.0	0.0333413	10.641697925925923	51.0	1755.0	54.354	1.054	Common
GCST008927_EFO_0010226	0.068141	0.605	74374.0	14.0	0.0592541	32.55779166666667	49.0	1195.0	59.98	1.026	Common
GCST90258643_EFO_0006941	-0.11527	0.73	139536.0	12.0	0.0269059	8.312554444444446	53.0	1938.0	69.206	1.087	Common
GCST001592_MONDO_0005178	0.49587	1.342	456820.0	19.0	0.00562219	6.112772074074074	53.0	1049.0	38.602	1.040375	Common
GCST90134662_EFO_0000571	0.1695475	0.631	34570.0	23.0	0.049728995	8.61213731388889	31.0	1373.0	44.961	1.0449583333333334	Common
GCST90092936_EFO_0005001	0.70696	0.92	74165.0	13.5	0.004192764999999999	6.231088997685184	37.5	1515.5	57.593500000000006	1.028875	Common
GCST004609_EFO_0007989	-0.023276	0.679	57360.0	16.0	0.02294125	12.957206770370377	53.0	1352.0	47.827	1.026	Common
GCST90092928_EFO_0005110	0.0487485	0.829	64385.5	17.0	0.0142316	12.165614092592593	52.0	1942.0	59.071	1.026	Common
GCST90302013_EFO_0022163	0.35715	0.8089999999999999	47316.5	18.0	0.008743734999999999	10.442335982407407	52.0	1860.0	61.781499999999994	1.026	Common
GCST008064_EFO_0003884	0.131825	0.775	118810.0	17.5	0.024141	9.112142182407407	51.0	1692.0	60.7085	1.026	Common
GCST90025990_EFO_0004838	0.0067797	0.706	24368.0	19.0	0.0148365	92.9664696296296	50.0	1398.0	39.171	0.7255	Common
GCST90002394_EFO_0007989	0.132035	0.7144999999999999	72907.0	16.0	0.026528000000000003	10.962641851851853	53.0	1496.0	50.4865	1.026	Common
GCST90269552_EFO_0022305	-0.08209500000000002	1.008	41405.5	20.5	0.00219905	5.652079379629628	38.0	1662.0	56.055	1.0056	Common
GCST010989_EFO_0009819	0.12793	0.542	158873.0	15.0	0.057995	8.925763518518519	52.5	1903.0	68.651	1.12	Common
GCST011211_EFO_0000538	0.35457000000000005	0.48150000000000004	264550.5	29.0	0.051251950000000004	14.237903972222224	54.0	2073.0	47.7245	1.1375	Common
GCST90239723_HP_0000023	-0.0160755	0.6035	136620.5	17.5	0.0551506	14.069698370370366	52.0	1269.0	46.187	1.1369999999999998	Common
GCST90011808_MONDO_0008315	0.30793000000000004	0.6425	92482.0	20.0	0.03193965	14.146915780555558	53.0	1607.0	61.203500000000005	1.0376666666666667	Common
GCST90134634_EFO_0006335	-0.29664	0.502	41363.0	20.0	0.0803798	24.94338238888889	54.0	1215.0	60.225	1.026	Common
GCST90044763_HP_0000964	-0.3145	0.871	64257.0	19.0	0.0190657	5.706460140740742	36.0	1302.0	42.174	1.026	Common
GCST90302037_EFO_0022310	-0.15006	0.6455	66268.5	22.0	0.0221829	16.216978055555558	53.5	1606.0	58.89	1.1280000000000001	Common
GCST000424_MONDO_0005301	-0.49190500000000004	0.7264999999999999	54093.0	21.5	0.017344850000000002	9.199310343518519	54.0	1631.0	53.119	0.4903333333333333	Common
GCST007073_EFO_0004705	0.33074	0.633	75923.0	19.0	0.0348413	11.4226925	53.0	1813.0	59.145	1.026	Common
GCST90239673_EFO_0004574	0.12791	0.724	72989.0	16.0	0.02405575	11.816129814814822	54.0	1706.0	56.919	1.0547499999999999	Common
GCST010243_EFO_0004615	0.056437	0.726	86145.0	17.0	0.02366075	13.036009055555557	53.0	1855.0	58.606	1.026	Common
GCST90018749_EFO_0004309	0.179135	0.718	92816.0	15.0	0.040062	12.022506388888889	53.5	1590.5	54.364999999999995	1.0645555555555557	Common
GCST90029067_HP_0002315	-0.04638500000000001	0.6705000000000001	254080.5	14.5	0.05267445	18.063937768518517	53.0	1974.5	56.7255	1.102	Common
GCST90428118_MONDO_0005575	0.0046505	0.768	201980.0	12.0	0.0288931	7.803974574074073	51.0	1787.0	52.544	1.068	Common
GCST012370_EFO_0000474	0.43133	0.639	82107.0	18.0	0.0552387	11.526247777777778	54.0	2053.0	81.775	1.134	Common
GCST012396_EFO_0001378	0.56495	0.767	76753.0	12.0	0.0653283	10.191517962962964	54.0	1790.0	55.596	1.1335	Common
GCST90014325_MONDO_0004979	0.094195	0.639	131410.0	21.0	0.0303563	14.097527081481482	53.0	1507.0	44.284	1.026	Common
GCST004622_EFO_0007986	0.017884	0.705	76011.0	16.0	0.0308862	14.055961481481472	54.0	1612.0	55.258	1.026	Common
GCST004785_EFO_0004208	-0.0903675	0.8065	102349.0	19.0	0.0571739	12.913280925925926	53.0	1431.0	49.5145	1.026	Common
GCST90092937_EFO_0010226	0.0181755	0.8055	98891.0	23.0	0.01547775	9.423112256481481	52.0	1470.5	52.8875	1.026	Common
GCST012277_EFO_0009130	0.27058	0.49	389793.0	12.0	0.0631931	2.062679757407408	24.0	3480.0	65.823	1.138	Common
GCST006980_EFO_0003931	-0.041596	0.76	80810.0	12.0	0.0191081	8.804399529629633	53.0	1226.0	32.355	1.0779999999999998	Common
GCST90018971_OBA_2045260	0.024574	0.681	102012.0	16.0	0.037203	11.006423333333334	53.0	1617.0	59.145	1.054	Common
GCST001709_EFO_0000274	-0.016361	0.938	100593.0	21.0	0.00521868	11.61122462962963	54.0	1873.0	76.988	0.9896666666666666	Common
GCST90269728_EFO_0022257	-0.13035000000000002	0.616	45686.0	20.0	0.05450085	13.610495453703706	53.0	1487.0	55.4495	1.0196	Common
GCST000224_EFO_0000095	-0.011765000000000012	0.55	76478.5	22.0	0.10422000000000001	9.609827008333333	24.0	1927.5	60.250499999999995	1.0883250000000002	Common
GCST000662_EFO_0004208	-0.32119	1.038	51681.0	18.0	0.00210448	2.787455759259259	21.0	1590.0	53.605	0.999	Common
GCST002550_EFO_0005854	0.49762	0.891	206959.0	17.5	0.0192266	5.286084332407407	31.0	1421.5	64.15100000000001	1.0331875	Common
GCST008790_EFO_0007778	0.43776000000000004	0.661	129652.0	14.5	0.0272624	11.369847500000002	52.0	2116.0	74.225	1.1093333333333333	Common
GCST90269694_EFO_0022284	-0.041941	0.815	51046.0	20.0	0.01960835	13.140560666666662	50.0	2105.0	69.062	1.025	Common
GCST90027056_MONDO_0008903	-0.8837950000000001	0.716	149007.0	8.5	0.0156599	2.8394909351851862	30.0	1557.5	63.846999999999994	1.026	Common
GCST003738_EFO_0000280	-0.707713	1.2285	237581.0	15.5	0.012983855	7.830743109259259	43.0	959.5	33.516	1.0905833333333335	Common
GCST90104907_EFO_0010822	0.33045	0.824	179413.0	28.0	0.0614572	21.138240740740752	54.0	1795.0	122.39	1.040375	Common
GCST90132184_MONDO_0005148	0.118535	0.659	115399.5	18.0	0.0327823	9.929564587037037	53.0	1573.5	51.936	1.0408541666666666	Common
GCST90444202_MONDO_0005148	0.056466	0.657	93688.0	19.5	0.0492051	11.248139444444444	53.0	1539.0	49.150999999999996	1.0383222222222224	Common
GCST90018967_EFO_0005091	0.030006	0.651	91548.0	16.0	0.0392119	11.910040555555554	53.0	1428.0	47.834	1.026	Common
GCST90269640_EFO_0022322	-0.13786	0.581	65542.0	20.0	0.0407742	15.417676296296293	53.0	1978.0	74.485	1.026	Common
GCST012616_MONDO_0002253	-1.051255	0.5005	262410.0	15.5	0.0763352	3.5055045735185186	40.0	1784.5	68.3805	1.0552000000000001	Common
GCST90137412_EFO_0000707	0.13040249999999998	0.552	118454.0	18.0	0.0416938	10.534977139814817	51.5	2101.5	64.2365	1.04075	Common
GCST90162626_EFO_0003144	0.32762	0.543	172976.0	22.0	0.06265135	8.835676720370374	53.0	2343.0	79.157	1.040375	Common
GCST006432_EFO_0001378	-0.7226800000000001	0.6565000000000001	49203.0	33.0	0.1508645	15.883156637962962	54.0	1789.0	55.789	1.1019107142857143	Common
GCST90018862_EFO_0004705	0.37997	0.738	109571.0	15.0	0.020573550000000003	8.902990366666668	49.0	1728.0	47.732	1.026	Common
GCST004629_EFO_0004833	0.014616	0.751	76624.0	16.0	0.0161676	10.920880903703706	54.0	1446.0	47.834	1.026	Common
GCST90269722_EFO_0022241	0.063051	0.883	42644.0	23.5	0.012658925	7.291636454629629	29.0	1350.5	58.606	1.0075	Common
GCST90269744_EFO_0022285	0.078292	0.673	60870.0	20.0	0.0278009	12.01094651851852	54.0	1853.0	59.226	1.026	Common
GCST90269550_EFO_0022303	0.25463	0.709	65542.0	17.0	0.0193464	13.120146296296296	52.0	1716.0	66.434	1.026	Common
GCST007075_HP_0000964	0.0512325	0.6205	83019.0	18.0	0.041236	10.335264564814816	53.0	1608.0	51.1545	1.0624	Common
GCST90018826_EFO_0001422	-0.61782	0.989	50645.0	27.0	0.00203915	2.4795188944444453	42.0	1483.0	52.65	1.138	Common
GCST008456_EFO_0004255	0.11107999999999998	0.343	162802.5	17.0	0.07206409999999999	9.529344540740743	51.5	2341.0	103.39750000000001	0.9996315789473684	Common
GCST90250893_HP_0000093	0.21331	0.761	122207.0	19.0	0.00600684	40.94566314814814	51.0	5061.0	143.69	1.02225	Common
GCST90131908_EFO_0007788	-0.38737	0.6839999999999999	104316.5	26.5	0.0581545	10.88651435925926	46.5	2650.5	94.758	1.026	Common
GCST90267286_EFO_0004698	0.52545	0.318	140417.0	20.0	0.175711	22.01625843888889	52.0	1358.0	46.026	1.138	Common
GCST90302035_EFO_0022267	0.27523	0.581	65542.0	20.0	0.0261941	22.49281611111111	53.0	1446.0	53.863	1.129	Common
GCST90269646_EFO_0022271	-0.040711500000000005	1.0495	33437.0	16.0	0.00672313	10.177222001851852	41.0	1401.0	52.0225	1.001625	Common
GCST004627_EFO_0004587	0.25316	0.657	105294.5	15.0	0.0569246	11.049223518518518	53.0	1534.5	49.2265	1.026	Common
GCST90018733_EFO_0004842	0.073813	0.787	81999.5	22.0	0.02038185	6.757852935185186	53.5	1345.0	44.375	1.026	Common
GCST005006_MONDO_0018076	0.47097	0.765	81290.0	13.0	0.0227384	3.960574148148148	50.0	1996.0	45.572	1.026	Common
GCST90018910_EFO_0000685	0.39099	0.564	94759.0	28.0	0.0569029	9.763390185185186	54.0	1269.0	49.065	1.053	Common
GCST90269740_EFO_0022333	0.2686	0.658	74374.0	17.0	0.0265279	15.43998074074074	52.0	1528.0	61.411	1.026	Common
GCST006867_MONDO_0005148	0.12793	0.647	138585.0	15.0	0.0443181	13.000772037037038	54.0	1558.0	50.699	1.0624	Common
GCST90102553_MONDO_0005277	-0.00030580000000000017	0.568	149188.5	13.5	0.0536156	11.932721851851854	53.0	1936.5	69.062	1.0446666666666666	Common
GCST010242_EFO_0007805	0.15449000000000002	0.7344999999999999	89797.0	16.0	0.0274534	14.020614314814813	53.0	1533.0	52.719	1.0542424242424242	Common
GCST003819_EFO_0001065	-0.48401	0.7715	140845.5	12.5	0.039057875	22.013610330555558	53.0	871.5	35.6465	0.830125	Common
GCST010241_EFO_0004614	0.10872	0.747	87338.0	15.0	0.02213145	14.563716203703702	54.0	1642.0	57.617	1.0375	Common
GCST002033_EFO_0001068	-0.36483	0.456	340963.0	16.0	0.044534599999999994	9.929564587037037	40.0	1292.0	17.991	0.5456666666666666	Common
GCST009700_EFO_0001073	-0.406535	0.7849999999999999	62203.0	9.0	0.024254825	4.717130527777776	33.5	775.5	21.691	1.0815555555555556	Common
GCST004061_EFO_0000699	0.7839050000000001	0.3895	144215.5	26.5	0.10031604999999999	7.604267102777779	50.0	3310.0	119.42949999999999	1.1292142857142857	Common
GCST90025977_EFO_0004833	-0.13824	0.992	12424.0	36.0	0.00892589	7.68050169074074	12.0	1147.0	35.605	1.026	Common
GCST90269611_EFO_0022272	0.063051	0.815	43048.0	22.0	0.00980722	9.942770355555556	49.0	1546.0	61.411	1.0132	Common
GCST90278093_EFO_0003827	-0.36479	0.859	153699.0	15.0	0.0175349	4.1970559629629625	19.0	1166.0	46.355	1.026	Common
GCST007065_EFO_0004842	0.12589	0.735	89797.0	16.0	0.031067	11.304106046296301	53.0	1519.5	49.065	1.026	Common
GCST002112_EFO_0001060	0.919445	0.764	265924.5	8.0	0.0178794	5.06283290611111	24.0	1608.0	73.8105	1.046	Common
GCST000698_EFO_0003882	0.78276	0.692	245638.0	6.0	0.0147222	18.157206111111105	53.0	1544.0	103.5	1.138	Common
GCST90027057_EFO_0000756	0.0180831	0.784	121941.0	13.0	0.0164206	11.778518166666668	53.0	1831.5	71.38550000000001	1.06875	Common
GCST90132305_EFO_0001645	-0.16387	0.771	179406.0	15.0	0.0210439	7.893190740740739	52.0	1600.0	57.887	1.049	Common
GCST90319319_EFO_0009189	0.37633	0.765	145418.0	14.0	0.0153643	4.209738407407408	39.0	1728.0	61.438	1.0353333333333332	Common
GCST90002320_EFO_0004587	0.17401	0.698	85134.0	17.0	0.0343717	11.843021018518517	53.0	1608.0	53.1	1.0484	Common
GCST90399687_MONDO_0004979	0.06665499999999999	0.6335	103283.0	21.5	0.030088900000000002	11.66195163888889	53.0	1454.0	46.2245	1.026	Common
GCST004605_EFO_0004528	0.18260500000000002	0.782	61484.5	16.0	0.0209963	18.51618907407407	54.0	1679.5	57.198	1.026	Common
GCST90269636_EFO_0022183	-0.14716	1.041	37609.0	16.0	0.00672895	13.120146296296296	52.0	1528.0	54.131	1.0114999999999998	Common
GCST005018_EFO_1001160	-0.035068	0.489	363570.0	19.0	0.0595821	5.570303796296295	42.0	2736.0	73.093	1.134	Common
GCST90269735_EFO_0022330	0.25463	0.664	65542.0	17.0	0.0265279	15.43998074074074	53.0	1716.0	66.434	1.026	Common
GCST90301964_EFO_0004468	0.17079	0.643	203399.0	18.0	0.0446744	14.48521616666667	53.0	1558.0	73.123	1.0858	Common
GCST90243956_EFO_0003778	0.598605	0.6619999999999999	36921.5	30.5	0.0311465	19.38865910185185	53.0	2103.5	79.763	1.0225	Common
GCST90027170_HP_0001537	0.33844	0.6225	327823.5	13.0	0.0752848	2.242881882407407	30.0	2696.0	87.314	0.9198928571428571	Common
GCST90302144_EFO_0022313	-0.279565	0.9235	79081.5	10.0	0.007585725	8.157094401851852	50.0	1548.0	52.415	1.009	Common
GCST90025993_EFO_0006925	-0.8797699999999999	1.2485	123827.5	13.0	0.0010405615	3.5616647027777772	26.0	2067.5	54.076	1.026	Common
GCST90011810_EFO_1000657	0.69319	0.573	125307.0	23.5	0.06621	24.12168935185185	53.0	1814.0	77.73599999999999	1.138	Common
GCST90269597_EFO_0022265	0.063051	0.788	51903.0	17.0	0.0191081	13.120146296296296	52.0	1978.0	69.062	1.0246666666666666	Common
GCST003986_MONDO_0005277	-0.18053	0.45099999999999996	143740.0	13.5	0.05246085	17.830544814814814	50.0	1744.0	64.6395	1.1285833333333333	Common
GCST90246545_EFO_0004615	-0.40272	0.974	26212.0	20.0	0.00980722	13.036009055555557	49.0	1731.0	54.64	1.024	Common
GCST002696_EFO_0006788	0.1505	0.752	78520.0	6.5	0.00520569	0.6629045984259261	4.0	1777.0	27.219	1.009	Common
GCST90025967_EFO_0004631	0.2847405	1.1385	22323.0	10.0	0.002078785	6.2557666111111105	30.0	1744.0	53.675	1.0075	Common
GCST011541_HP_0000360	0.094195	0.639	185730.0	8.0	0.0697608	10.27513833148148	50.0	2461.0	81.985	1.026	Common
GCST90271348_EFO_0006803	0.44286	0.7015	120492.0	24.0	0.012541675	7.5710204214814825	27.5	1492.5	61.929500000000004	0.9781	Common
GCST90301303_MONDO_0004975	0.12847999999999998	0.741	57658.0	18.0	0.0308297	12.414584259259255	53.0	1546.0	54.3005	1.0446666666666669	Common
GCST90258652_EFO_0004509	0.23795	0.71	70265.0	16.0	0.0325124	11.092227777777778	53.0	1670.0	59.275	1.026	Common
GCST002874_EFO_0000676	0.35347	0.771	51610.0	24.0	0.0134036	10.328982407407407	53.0	1336.0	51.279	1.026	Common
GCST90137411_EFO_0004193	-0.1297875	0.6659999999999999	74374.0	19.0	0.037156499999999995	12.502661944444444	53.0	1968.0	65.06299999999999	1.026	Common
GCST005003_EFO_0008404	-0.011295000000000003	0.879	89218.0	16.5	0.0144794	9.49323710462963	51.5	1099.0	40.4325	1.112	Common
GCST010725_EFO_0001068	0.064921	0.688	216373.0	11.0	0.0424024	10.569727648148149	53.0	1380.0	50.914	1.062	Common
GCST90269720_EFO_0022334	-0.13786	1.041	42746.0	20.0	0.00692462	13.120146296296296	49.0	1827.0	62.059	1.026	Common
GCST90274860_EFO_0001068	-0.24365	0.488	518583.5	18.0	0.0646322	3.8320106990740737	40.5	2285.5	133.85	1.0914583333333332	Common
GCST90018918_MONDO_0019338	-0.229155	1.46	94735.5	12.5	0.001373985	22.605627925925923	53.0	1197.0	22.15955	0.91815	Common
GCST90292535_EFO_0004238	-0.42048	0.9455	63381.5	11.5	0.0119533	11.030329711111111	46.0	2997.0	108.79499999999999	1.026	Common
GCST005337_HP_0002315	0.065502	0.365	107623.0	18.0	0.103668	13.09071798148148	53.0	1553.0	61.411	1.136	Common
GCST006395_MONDO_0005041	0.0294	0.5	207985.0	12.0	0.0875975	10.694622259259258	51.0	1764.0	58.706	1.138	Common
GCST005004_EFO_0004197	0.0656715	0.6085	343712.0	20.0	0.0475035	6.961290783333332	48.0	1320.0	60.179500000000004	1.134	Common
GCST90010736_EFO_0005001	0.742315	1.0775000000000001	40626.5	15.5	0.0023345135	4.935833799537036	27.0	1515.5	55.867000000000004	1.025	Common
GCST90308590_MONDO_0005180	0.19208999999999998	0.7215	94862.0	19.0	0.0321956	15.30381956296296	54.0	1842.5	60.795	1.0331000000000001	Common
GCST000386_EFO_0004570	-1.105495	1.3935	108602.0	17.0	0.004566954999999999	7.169835101851852	48.0	1638.5	36.4235	1.016375	Common
GCST90019513_EFO_0006925	-0.55929	1.04	44492.0	29.0	0.007477724999999999	12.965818990740743	49.5	1357.0	50.465	1.0114999999999998	Common
GCST90269628_EFO_0022163	-0.03740450000000001	1.0715	34795.5	21.0	0.00673477	11.636503852777778	44.0	1677.5	54.6525	0.99925	Common
GCST90446535_EFO_0000319	-0.377325	0.7135	93919.0	25.0	0.019860799999999998	8.943102138888888	50.0	1708.5	51.6785	1.026	Common
GCST90002332_EFO_0004528	0.11911	0.741	75587.0	16.0	0.02670345	14.523573888888887	54.0	1565.0	55.748	1.0282499999999999	Common
GCST90269565_EFO_0005001	0.43933	0.923	88156.0	9.0	0.00395626	5.818433550925925	36.0	1680.0	59.347	1.026	Common
GCST90301959_EFO_0010119	0.44731	0.923	32665.5	21.0	0.00576726	7.577669506481482	19.0	1867.5	53.997	1.026	Common
GCST90269790_EFO_1000391	0.41189	0.415	66995.0	20.0	0.0592541	13.739897170370371	54.0	1515.0	61.411	1.026	Common
GCST002155_EFO_1000786	-0.36101	0.763	124558.0	9.0	0.00289371	2.8922503703703706	4.0	1459.0	75.025	1.026	Common
GCST005811_MONDO_0005178	0.00054384	0.797	96321.0	9.0	0.0258848	4.405298181481481	35.0	2533.0	51.966	1.04	Common
GCST90269545_EFO_0022304	0.36127	0.849	34917.5	23.5	0.022047575	9.542138312962964	49.0	1867.5	62.712999999999994	1.026	Common
GCST90011814_EFO_0004289	0.10543	0.788	176786.0	12.0	0.00313677	7.996227666666668	29.0	1357.0	48.887	1.026	Common
GCST90101748_EFO_0004530	-0.33271	1.0379999999999998	45179.5	24.5	0.006896055	68.0369277314815	52.0	1543.5	55.854	0.9685	Common
GCST90053835_MONDO_0005090	-0.24053	0.366	637750.0	25.0	0.077641	10.397738055555555	52.0	4491.0	204.83	1.119	Common
GCST90455548_EFO_0004208	0.082129	0.67	76209.0	32.0	0.0192171	10.789556851851854	54.0	1110.0	33.429	1.1361428571428571	Common
GCST002243_MONDO_0004986	0.17079	0.77	144258.0	10.0	0.019691	6.679848148148148	54.0	1299.0	39.192	1.026	Common
GCST90269703_EFO_0022259	-0.34147000000000005	0.7829999999999999	44840.5	17.0	0.020184050000000002	12.191103741666666	52.5	1694.0	55.107	1.03685	Common
GCST90302142_EFO_0022274	-0.34716	0.963	31349.0	17.0	0.0035998	6.997868433333334	47.0	1878.0	58.606	0.959	Common
GCST90002380_EFO_0007992	-0.090778	0.847	56747.5	14.0	0.0139413	12.28293773888889	53.0	1441.0	48.614999999999995	1.026	Common
