	MisSyn	pli	Length	GO	sHet	mrna	n_mrna	CDS	lof	phy	Set
34131117_GO_0070527	-0.8372299999999999	1.0245	55819.5	11.0	0.04671825	13.596553304629632	47.5	1334.5	50.533500000000004	1.033125	Rare
28642624_EFO_0001645	-0.60445	0.766	64797.0	23.0	0.0342075	6.6596876666666684	53.0	2379.0	68.659	1.099	Rare
34375979_EFO_0000284	0.189025	1.158	66990.5	19.0	0.01234847	5.660876416666666	50.0	1705.5	35.149	1.1004166666666666	Rare
34375979_MONDO_0005178	0.32968	0.883	37935.0	16.0	0.00850017	4.785905555555553	44.0	1579.0	61.781	1.026	Rare
37262146_EFO_0004696	-0.01175	0.8	29764.0	15.0	0.0509293	10.411247407407403	54.0	1815.0	46.3	1.026	Rare
34375979_HP_0000486	-0.516332	0.9325	29598.5	13.0	0.02296225	6.241062752129626	35.0	1189.0	34.2445	1.0465	Rare
34375979_HP_0012532	0.94662	0.825	66443.0	25.0	0.0054183750000000004	16.114617888888887	53.0	1433.5	46.7495	1.0347499999999998	Rare
34375979_EFO_0004617	-0.61819	1.208	47190.0	27.0	0.00971794	13.896149907407407	54.0	2454.0	85.536	1.01	Rare
34375979_MONDO_0021108	0.27481500000000003	0.717	20814.0	16.0	0.0260644	16.73655327777778	46.0	1800.0	56.079	1.014	Rare
34375979_EFO_0004587	-0.8939649999999999	0.8334999999999999	60655.0	15.0	0.0391176	21.80667424074074	54.0	2343.0	102.544	1.0417	Rare
34662886_EFO_0005091	0.365785	0.9075	23644.5	24.5	0.00936314	7.107322516666667	38.0	1832.0	63.239999999999995	1.026	Rare
31367044_EFO_0005110	0.0090477	0.909	31349.0	20.0	0.00576726	10.269900555555555	47.0	1454.0	54.131	1.048	Rare
36809768_EFO_0022168	0.09217349999999999	1.1145	26302.5	12.0	0.0019745500000000003	7.696792019444445	29.5	1607.0	47.977500000000006	1.013	Rare
36809768_EFO_0022255	-0.041941	1.058	22364.0	17.0	0.0045397	13.96586651851852	47.0	1383.0	47.386	1.026	Rare
37262146_EFO_0007984	0.1779	0.8195	31008.0	15.0	0.0157042	11.202372178703708	53.0	1644.0	53.257000000000005	1.026	Rare
20549515_EFO_0000384	0.46499	0.937	39489.0	15.0	0.00254795	2.734870907407408	15.0	1542.0	42.53	0.997	Rare
34375979_MONDO_0001823	0.0294	1.203	24928.0	11.0	0.00623309	26.12530037037037	54.0	533.0	23.166	1.026	Rare
34375979_HP_0001634	0.11448	0.953	14961.0	11.0	0.0106811	13.968372037037035	54.0	580.0	29.257	1.082	Rare
34375979_EFO_0004208	-0.41803999999999997	0.992	91164.0	13.0	0.025044200000000003	12.553900555555554	53.0	1163.0	37.2365	1.0168333333333333	Rare
34375979_EFO_0005952	-0.19339050000000002	0.7310000000000001	29929.5	11.5	0.0239872	15.95723345277778	51.0	1066.5	39.8895	1.0372142857142856	Rare
34375979_EFO_0004713	0.596915	0.919	354230.0	12.5	0.004268195	5.20983365	42.5	5369.5	276.12	1.0034583333333333	Rare
34375979_EFO_0004213	0.12613	1.055	37925.0	11.0	0.00224863	9.616215370370368	51.0	1191.0	36.61	1.022	Rare
36809768_EFO_0022288	0.287875	0.972	22467.5	12.5	0.00638291	11.599278013888888	53.0	1323.0	42.926500000000004	1.026	Rare
36280733_EFO_0004574	0.09217349999999999	1.112	37694.5	31.5	0.0020648949999999998	8.693063275925926	11.5	2219.5	82.253	1.0114999999999998	Rare
34375979_EFO_0002609	0.662885	0.7945	21711.0	10.0	0.00975985	5.85080163888889	35.0	1512.0	41.823499999999996	1.0175	Rare
36809768_EFO_0022164	0.063051	1.054	29730.0	17.0	0.00188848	6.997868433333334	25.0	1454.0	44.397	1.015	Rare
36138231_EFO_0004587	0.33512	1.031	15108.0	16.0	0.0099208	25.425686851851854	53.5	1390.0	35.778	1.0042	Rare
36809768_EFO_0022257	0.071541	1.038	21922.0	21.0	0.00562907	18.694095000000004	53.0	1164.0	40.63	1.026	Rare
34375979_EFO_0004238	0.048477	0.969	23555.0	10.0	0.002850665	2.774510513611111	25.0	1617.0	49.201	1.024	Rare
37262146_MONDO_0004975	0.0735355	1.0474999999999999	19403.0	10.0	0.009195965	12.04559636296296	50.5	1004.0	24.881999999999998	1.0386666666666668	Rare
30315176_EFO_0004531	-0.188495	1.099	37818.5	13.0	0.0016297500000000001	1.4387778287037039	20.0	1472.0	47.272	0.9725	Rare
34662886_EFO_0010701	0.0067995	0.774	35053.5	19.0	0.01594715	11.15733101851852	54.0	1774.5	62.095	1.026	Rare
36809768_EFO_0022256	-0.105876	1.0345	29687.0	17.0	0.002504015	12.796699499999999	51.0	1620.5	54.344	1.0095	Rare
34375979_EFO_0004269	-0.126	1.109	53213.0	23.0	0.00380629	7.992246148148147	38.0	1828.0	69.059	1.03075	Rare
28900119_EFO_0001065	0.57342	0.998	12987.0	17.0	0.00809996	17.49145481481481	54.0	891.0	60.6105	1.026	Rare
34375979_EFO_0004533	0.46672	0.911	55828.5	35.0	0.00361592	10.334468856481482	24.5	2196.0	52.792	1.026	Rare
34375979_EFO_1000786	-0.11221	1.299	14978.0	11.0	0.00158879	17.75993962962963	54.0	993.0	28.592	1.026	Rare
34375979_MONDO_0002253	-0.13806000000000002	0.9155	33170.0	13.0	0.0067628	17.089006111111114	54.0	1292.0	47.442499999999995	1.082	Rare
34662886_EFO_0004833	0.037809999999999996	1.073	25732.0	30.0	0.00926161	10.743715277777778	53.5	1407.5	37.5025	1.0234999999999999	Rare
36088354_EFO_0004631	-0.74898	1.113	23074.0	13.0	0.00137798	12.647431503703706	54.0	1296.0	46.763	1.026	Rare
36809768_EFO_0022264	0.184305	0.909	21715.0	21.5	0.00786713	12.98840651851852	52.0	1344.0	47.979	1.026	Rare
36809768_EFO_0022269	-0.10034100000000001	1.0505	29262.5	16.5	0.002266425	7.919574391666666	32.0	1630.5	53.034000000000006	1.013	Rare
31367044_EFO_0004574	0.08040549999999999	1.0819999999999999	27099.5	25.0	0.005161465	3.854732589814815	15.5	1431.5	49.504000000000005	0.9375	Rare
37262146_EFO_0004468	0.325515	0.862	43235.0	13.0	0.00579914	11.262061187037038	54.0	3108.0	124.02000000000001	1.026	Rare
36809768_EFO_0004570	-0.13193	0.982	44258.0	15.0	0.00439063	5.772533611111111	37.0	1593.0	46.376	1.025	Rare
34375979_EFO_0000096	-0.07655	0.7889999999999999	16254.5	9.0	0.0523907	19.43236991666667	54.0	1416.5	35.8905	1.026	Rare
36809768_EFO_0010114	0.123885	0.848	80690.0	16.0	0.0321415	16.596672407407407	51.0	1627.0	47.206	1.026	Rare
34375979_HP_0100790	-0.17712	0.909	53034.5	11.0	0.012476669999999999	12.30373205462963	53.5	1308.0	43.488	1.032	Rare
36809768_EFO_0004614	0.14234	0.896	25054.5	19.0	0.008198750000000001	19.77304157407407	53.0	1297.5	41.374	1.026	Rare
34375979_EFO_0010968	0.045816	0.987	69013.0	41.0	0.0110991	6.429758835185186	38.0	1800.0	55.067	1.026	Rare
37262146_EFO_0004536	-0.2397745	0.828	47784.0	12.5	0.01643145	10.351037592592593	53.0	1445.0	41.769	1.026	Rare
34375979_EFO_0009188	0.13968999999999998	0.891	34338.0	17.5	0.0116376	31.17612842592593	54.0	1925.5	77.303	1.026	Rare
34375979_EFO_0009759	0.39698500000000003	0.7845	24538.0	18.0	0.029552	14.07157051851852	54.0	1488.0	48.3745	1.1170909090909094	Rare
34375979_EFO_0004468	-2.9377	0.8009999999999999	18323.0	7.0	0.0109794	11.316342777777775	54.0	3108.0	127.25	1.026	Rare
34375979_EFO_0004570	-0.14644	1.002	78852.0	14.5	0.0017618500000000001	0.6993940814814814	3.0	1605.0	46.376	0.224	Rare
36809768_EFO_0004468	0.006258	0.887	42522.0	15.0	0.0109794	12.735483314814813	53.0	1948.0	58.352	1.0446666666666666	Rare
34662886_EFO_0004536	-0.77391	0.929	30361.5	10.5	0.0035559850000000002	10.575230092592594	53.0	1581.5	68.407	0.8678125	Rare
36088354_EFO_0004627	-0.580885	0.853	10181.0	16.5	0.019088149999999998	7.935722157407407	20.0	1083.5	21.377	0.7308333333333333	Rare
34375979_HP_0000023	-0.14518	1.034	39967.0	11.0	0.00853479	7.58437786111111	49.5	1617.0	36.673	1.026	Rare
34375979_EFO_1000657	0.13535149999999999	0.9115	74374.5	14.0	0.008476845	6.560444484259261	52.5	1523.0	35.2175	1.026	Rare
24212883_EFO_0000676	0.415375	1.33	30411.0	23.0	0.001634535	8.262811039814817	37.0	1153.5	29.693	1.0245	Rare
34375979_EFO_0008414	0.31567999999999996	0.744	57787.0	12.0	0.026652500000000003	5.154641444444445	46.5	1284.5	46.6265	1.026	Rare
29185836_GO_0070527	0.357615	0.858	50065.5	13.0	0.0032341	5.9923209222222225	52.0	1608.0	42.354	1.026	Rare
36809768_EFO_0022323	0.07035649999999999	1.0885	25112.0	17.0	0.00506119	7.597901528703702	30.5	1288.5	34.5085	1.0125	Rare
34375979_EFO_1001513	0.648505	0.825	41326.5	24.0	0.007522825	4.280835924074074	38.0	1655.5	50.1025	1.044	Rare
34375979_HP_0000483	-0.20482	1.11	32888.0	9.0	0.006277485	2.6121601166666664	18.0	942.0	34.02	1.026	Rare
36809768_EFO_0021903	0.21988	0.883	20733.0	20.0	0.00768025	16.88886518518519	54.0	1323.0	43.608	1.026	Rare
31367044_EFO_0004614	0.25444	1.0215	34486.0	24.0	0.00643443	9.732452222222221	34.5	1479.0	49.650999999999996	1.026	Rare
24507775_EFO_0001645	0.09217349999999999	1.1705	34025.5	62.0	0.00428698	4.699386543518518	10.0	2296.0	81.943	0.7626875	Rare
36809768_EFO_0022329	-0.12284	1.038	26393.0	17.0	0.00685531	13.120146296296296	52.0	1556.0	47.386	1.026	Rare
34375979_EFO_0004312	-1.2907	0.873	235261.0	9.0	0.0234132	4.41876925925926	53.0	3328.0	111.13	1.026	Rare
36809768_EFO_0004533	-0.016743	0.9575	32097.0	14.0	0.0061075	12.135227592592592	53.0	1513.5	49.3465	1.026	Rare
36088354_EFO_0004533	0.36254	0.828	103570.0	23.0	0.0149898	22.069111666666664	48.0	2523.0	96.217	1.026	Rare
31367044_EFO_0005058	-0.70404	0.684	80201.0	16.0	0.0306954	6.294644592592594	53.0	2040.0	81.016	1.026	Rare
34375979_EFO_0000198	-0.037853000000000005	0.6245	63412.0	17.0	0.02443865	15.313986222222223	54.0	1482.0	66.6345	1.0446666666666666	Rare
34375979_EFO_0000275	0.6593549999999999	0.7	55142.0	13.0	0.00924448	10.398814351851854	43.0	2877.5	102.995	1.0398749999999999	Rare
34375979_EFO_0000555	0.059399	1.0415	22208.0	11.0	0.00371848	7.880746555555556	38.0	1377.0	40.811	1.026	Rare
34226706_EFO_0004570	-0.064301	0.961	60393.0	17.0	0.00185601	1.057578914814815	7.0	1605.0	46.445	1.008	Rare
36809768_EFO_0021900	0.1871	0.9375	23164.0	17.0	0.008108525	13.543006407407407	52.5	1348.5	42.863	1.026	Rare
34375979_EFO_0009454	-0.1603	1.0175	31492.0	13.0	0.005651175	7.159229532407406	49.5	1185.0	33.7735	1.026	Rare
36809768_EFO_0022250	0.056437	1.091	31979.5	19.0	0.0024898999999999998	13.784492522222221	49.0	1404.0	43.854	1.0125	Rare
36809768_EFO_0022331	0.02876745	1.0095	26639.0	18.5	0.007509175	9.916733916666669	52.0	1441.0	45.448499999999996	1.026	Rare
34375979_EFO_0007984	0.76475	1.2174999999999998	17217.0	24.0	0.00207721	8.454911666666668	38.0	1428.0	40.4765	1.026	Rare
36809768_EFO_0022163	-0.03242215	1.112	28920.5	12.0	0.0019745500000000003	7.597901528703702	24.5	1607.0	44.9435	0.9941249999999999	Rare
33257650_EFO_0004842	0.33067	1.57	8601.0	8.0	0.002069865	2.707454711111111	20.0	995.0	16.187	1.011	Rare
34375979_HP_0000093	0.16519	0.7415	78041.5	10.0	0.013429425	12.099134629629631	54.0	1193.5	44.8505	1.0575999999999999	Rare
36809768_EFO_0010226	0.092745	0.974	23728.0	22.0	0.006723755	10.051113062037036	48.5	1365.0	44.0025	1.026	Rare
34375979_EFO_1000910	0.23853	0.997	72250.0	12.0	0.0081387	6.418044453703705	52.0	930.0	38.784	1.049	Rare
37262146_EFO_0004530	-0.41034	0.963	30643.0	22.0	0.0125554	16.88886518518519	53.0	1491.0	45.518	1.026	Rare
36809768_EFO_0022325	0.13983	0.884	36903.0	12.0	0.00816304	10.913100555555555	52.0	1476.0	48.165	1.026	Rare
34375979_EFO_1001864	-0.5260549999999999	1.3054999999999999	56396.5	9.0	0.001941845	1.621468844074074	20.0	1440.5	47.8035	0.9651944444444445	Rare
34226706_EFO_0006335	-1.165395	1.0025	22314.5	17.0	0.038822449999999994	14.23808537962963	52.5	1701.0	49.328	1.026	Rare
36564505_EFO_0004530	0.069172	1.146	3366.0	39.0	0.00980722	112.3220758703703	16.0	954.0	26.901	0.911	Rare
36280733_OBA_2045260	-0.387245	1.432	4381.0	31.0	0.00418705	305.0723481481481	54.0	489.0	25.32	1.025	Rare
36809768_EFO_0021899	0.134985	1.056	30394.5	17.5	0.0030725099999999997	7.608833292592593	33.5	1713.5	54.21	1.0095	Rare
34375979_EFO_0003931	-0.051562	0.982	32264.0	10.0	0.0167794	2.0103115925925925	20.0	1920.0	54.419	1.022	Rare
37262146_EFO_0007805	0.02436685	0.9425	38244.5	26.0	0.01114455	9.806630166666668	48.0	1362.5	46.78	1.026	Rare
37262146_EFO_0010967	-0.35871	0.6579999999999999	106849.0	16.0	0.014266299999999999	9.540697971296293	43.5	1777.5	59.798	0.697	Rare
28539126_MONDO_0004975	0.1779	0.863	157802.0	18.0	0.0375569	12.557389944444443	53.0	1979.0	66.85	1.026	Rare
34375979_EFO_0004193	-0.42254	1.0715	54551.0	13.5	0.008796954999999999	7.45591199074074	53.0	1969.5	53.754999999999995	0.72775	Rare
36809768_EFO_0004627	0.133215	0.893	28917.0	13.0	0.009205445	10.11938525925926	53.0	1594.0	50.0075	1.026	Rare
34662886_EFO_0005089	0.90908	0.686	31536.5	12.5	0.01646755	13.954517481481485	53.5	1555.5	59.347	1.026	Rare
34226706_EFO_0009270	0.35202999999999995	0.849	60828.0	14.5	0.0180834	8.713113684259259	51.0	1610.0	49.6105	1.026	Rare
20549515_EFO_0000685	-0.077961	0.977	34501.0	14.0	0.0234108	0.9921420057407404	13.0	1815.0	68.173	1.0852941176470587	Rare
36809768_EFO_0022180	0.059744	1.0474999999999999	25809.5	16.0	0.0032297899999999997	10.836867417592593	40.5	1658.5	54.867000000000004	1.0238333333333332	Rare
36809768_EFO_0022254	0.069172	1.059	22783.0	17.0	0.00463854	10.411673648148149	47.0	1272.0	40.544	1.026	Rare
34375979_EFO_1000831	0.009864999999999985	1.0035	22441.0	12.0	0.0177124	8.052711851851852	36.0	1062.0	26.142	1.026	Rare
34375979_EFO_0005240	0.35554	0.987	25989.0	9.0	0.00288737	12.645053103703708	52.0	2056.0	38.901	1.0282857142857142	Rare
36809768_EFO_0022235	-0.03639705	0.97	25767.0	20.5	0.00805401	15.524665666666667	53.0	1437.5	50.3965	1.026	Rare
34375979_EFO_0005917	0.19159	0.704	13601.0	12.0	0.0224033	3.54269195	39.0	1941.0	37.92	1.026	Rare
28195573_MONDO_0004985	0.514715	0.3795	148933.0	31.0	0.119698	16.73107012962963	53.5	3773.0	102.6065	1.0814545454545454	Rare
37262146_EFO_0007800	-0.408875	0.9435	37312.0	21.0	0.044871350000000004	14.263945462962962	51.5	1295.0	26.9155	1.1237166666666667	Rare
36809768_EFO_0022251	0.168855	0.959	24040.5	17.5	0.008108525	11.657813076851852	50.0	1405.5	46.3965	1.026	Rare
37301943_EFO_0006941	-0.07659550000000001	0.798	73332.5	19.0	0.041916350000000005	16.915748703703706	54.0	2381.5	66.652	1.1289	Rare
31992710_EFO_0007805	0.554625	0.639	63867.0	41.5	0.0217671	21.834047333333338	53.5	1426.5	61.852999999999994	1.0216785714285714	Rare
34375979_EFO_0003913	-0.097735	1.0	43870.0	12.0	0.00851996	10.965893333333335	53.0	1449.0	46.402	1.026	Rare
36280733_EFO_0004611	0.226435	1.2035	34234.5	34.0	0.00156894	8.693063275925926	11.0	2030.5	58.916	0.9605	Rare
34375979_EFO_0003843	0.17864	0.775	43496.0	18.0	0.103646	28.314147777777773	54.0	1002.0	35.86	1.134	Rare
34662886_EFO_0006335	-1.33805	1.009	270037.0	13.0	0.02627965	7.982435545370371	46.0	3232.5	92.7655	1.03075	Rare
34375979_EFO_0004338	0.007433000000000002	0.629	141876.5	17.5	0.0323246	2.86976421462963	30.0	5117.5	133.51	1.0819999999999999	Rare
36038634_EFO_0000384	0.5055	1.234	39489.0	9.0	0.001652595	2.734870907407408	40.0	939.0	26.645	1.015	Rare
34375979_EFO_0000571	0.5905050000000001	0.844	57670.0	31.0	0.00793926	9.03597481481481	54.0	1807.0	65.2995	1.026	Rare
34375979_EFO_0004253	-0.044658	0.831	40813.0	10.0	0.03539475	9.980977259259257	52.0	1701.5	60.22	1.025	Rare
36809768_EFO_0004617	0.101531	0.956	35777.5	13.5	0.0061223449999999995	10.359030370370366	53.0	1564.5	56.774	1.026	Rare
34375979_HP_0002015	-0.035819500000000004	0.8485	43085.0	11.5	0.008416895	8.844981759259257	52.5	1194.5	44.3725	1.026	Rare
34662886_EFO_0004627	0.0108545	0.9155	17287.5	14.5	0.00542782	8.741634553240743	26.5	1249.0	40.945499999999996	1.026	Rare
33804025_MONDO_0004975	0.64961	0.914	14978.0	29.0	0.0214086	20.506840092592597	54.0	961.0	21.37	1.022	Rare
32415273_MONDO_0005090	0.52318	0.81	48552.0	13.0	0.0148426	12.544641666666667	54.0	1935.0	48.774	1.026	Rare
34375979_EFO_0003948	0.26571	0.991	29790.0	20.0	0.0123123	18.10903388888889	52.0	1239.0	32.365	1.026	Rare
36088354_EFO_0006925	-0.32727849999999997	0.9405	98084.0	18.0	0.00460212	8.96951298148148	48.0	1562.5	63.6505	1.00925	Rare
34244158_MONDO_0005575	0.45204	0.984	34028.0	15.0	0.00105919	7.1816275740740725	45.0	2315.0	85.852	1.026	Rare
GCST90018936_EFO_0005531	0.9542	1.803	70632.0	6.0	0.0124925	15.527065166666668	36.0	826.0	7.9852	0.851	Common
GCST90091649_EFO_0004614	-0.5037	1.013	65542.0	47.0	0.00816304	7.073330107407407	33.0	1428.0	62.059	1.138	Common
GCST90269708_EFO_0022247	-0.201025	0.7809999999999999	40565.0	24.5	0.019448800000000002	13.59699611111111	52.5	1725.5	56.051	1.026	Common
GCST90249533_EFO_0004696	0.187238	0.811	19436.0	16.0	0.0536818	41.63745983333333	50.0	873.0	40.6835	1.138	Common
GCST002081_MONDO_0005277	0.0242167	0.7444999999999999	139833.5	12.0	0.03017365	8.049336080555555	49.5	1509.0	48.846999999999994	1.1345	Common
GCST90103755_EFO_0004340	0.6283799999999999	0.4895	155799.0	19.0	0.1488445	6.3862298703703715	53.0	1881.0	63.734500000000004	1.138	Common
GCST90258638_EFO_0001065	0.23355	0.6984999999999999	217677.0	14.5	0.0304547	10.330150441666667	51.5	1979.0	70.222	1.043	Common
GCST90092820_EFO_0009767	0.30096500000000004	0.755	119495.0	18.0	0.0138201	8.976720531481483	50.0	2039.0	80.5875	1.0282499999999999	Common
GCST90092986_EFO_0008589	0.12791	0.918	42644.0	17.0	0.0136154	9.942770355555556	50.0	1428.0	52.573	1.026	Common
GCST90140994_EFO_0008561	-0.66734	0.487	226477.0	14.0	0.0834559	1.8533095207407408	20.0	2071.0	67.1465	1.1071428571428572	Common
GCST90018863_EFO_0004244	0.52948	0.593	45391.0	14.0	0.0734137	4.742596481481481	44.0	1447.0	71.046	1.04075	Common
GCST90399714_EFO_0003144	-2.7146	0.924	456820.0	26.0	0.0140373	5.978709537037037	50.0	6123.0	183.87	1.040375	Common
GCST90020071_EFO_0000384	0.34153999999999995	0.749	271489.0	21.5	0.03785055	10.599510661111111	36.5	2615.5	91.526	1.122	Common
GCST90018808_MONDO_0005575	0.84736	0.685	103037.5	21.5	0.0304175	10.211830866666666	52.5	2459.0	81.775	1.0905	Common
GCST003422_EFO_0000707	-0.40727	0.728	117078.0	31.0	0.0374652	20.531395185185183	54.0	1178.0	53.655	1.0847777777777778	Common
GCST90137960_MONDO_0005129	-0.35007	1.0115	235620.0	7.5	0.002958815	3.833884598148149	23.5	1739.5	44.2705	1.024	Common
GCST90086092_EFO_0000537	-1.2075	0.7084999999999999	58317.5	19.0	0.13426	10.218702758333333	53.5	2273.5	38.066	1.018	Common
GCST90101732_EFO_0003762	-0.18989	1.301	116403.0	15.0	0.00307639	3.7052838111111104	27.0	1446.0	30.397	1.026	Common
GCST90269739_EFO_0022282	-0.14111	0.736	68066.5	18.5	0.01736275	12.523477787037038	52.0	1437.0	55.795	1.026	Common
GCST012013_MONDO_0005129	0.18509	0.464	113750.0	18.0	0.0667665	14.879596648148151	54.0	1935.0	66.709	1.0712857142857142	Common
GCST004415_EFO_0001075	0.4528	0.433	210559.0	19.0	0.0795479	7.498200266666664	50.0	2760.0	91.351	0.95	Common
GCST90269692_EFO_0022239	-0.14716	0.751	63193.0	17.0	0.0186399	13.120146296296296	52.0	1672.0	62.059	1.026	Common
GCST90269742_EFO_0022240	-0.13786	0.664	38486.0	17.0	0.02126	13.036009055555557	52.0	1528.0	62.059	1.011	Common
GCST007064_EFO_0007800	0.31418	0.653	146988.0	11.0	0.04768685	10.252159822222223	53.0	1821.0	58.81	1.0993333333333333	Common
GCST90269543_EFO_0010733	0.20864499999999997	0.971	46443.5	16.0	0.00768025	6.530760183333333	27.5	1928.0	62.712999999999994	1.026	Common
GCST001941_EFO_0001075	-0.48258	0.7025	138806.0	33.5	0.00547469	6.754875038888886	30.5	1326.0	42.148	1.026	Common
GCST90301957_EFO_0008589	0.12791	0.803	65512.0	21.0	0.00980722	9.4102895	50.0	1842.0	61.411	1.026	Common
GCST002520_EFO_0001060	0.64394	0.579	321844.0	16.0	0.04435175	5.154086822222223	39.0	2526.0	64.09	1.1202	Common
GCST90269590_EFO_0022274	0.1797	0.788	65542.0	17.0	0.0211657	16.596672407407407	53.0	1978.0	66.434	1.026	Common
GCST001712_EFO_0004207	-0.18506	0.593	228857.0	18.0	0.0537983	7.504081408703702	52.0	2331.0	84.211	1.082	Common
GCST90277983_EFO_0004242	-0.040536	0.456	43015.0	29.0	0.0489292	21.698818777777788	50.0	1178.0	45.361	1.004	Common
GCST90239605_EFO_0007800	-1.9139	0.603	163055.0	14.0	0.0270945	5.553576851851851	53.0	2520.0	69.995	1.026	Common
GCST90096803_HP_0001634	0.24417	0.319	156191.0	39.0	0.117151	18.656748518518523	54.0	3313.0	95.696	1.13525	Common
GCST90092933_EFO_0005680	0.27523	0.87	63229.0	17.0	0.0069297049999999995	9.435935012962965	50.0	1518.0	55.869	1.026	Common
GCST90302097_EFO_0022168	0.24891	0.912	50141.0	20.0	0.00710639	11.407492518518517	52.0	1654.0	61.411	1.026	Common
GCST90302070_EFO_0005001	0.43933	0.974	74374.0	13.0	0.00395626	5.818433550925925	39.0	1542.0	55.304	1.024	Common
GCST90027902_EFO_0000464	0.099417	0.737	234328.0	13.0	0.0450433	5.37376279277778	51.0	1674.0	41.007	1.137	Common
GCST90301393_EFO_0009959	0.040818	0.726	173254.0	12.0	0.0321428	9.57111902777778	52.0	1696.5	64.304	1.0415	Common
GCST90271609_EFO_0005917	0.071193	0.51	231682.0	28.0	0.0546524	8.02167120185185	51.0	1515.0	65.553	1.1078571428571429	Common
GCST007443_EFO_1000391	-0.38236	1.117	18883.0	26.0	0.00513351	10.641697925925923	42.0	1515.0	31.503	0.987	Common
GCST90025965_EFO_0004531	-0.49144	1.057	25774.0	16.0	0.00474663	4.160507481481482	27.0	1441.0	47.272	1.026	Common
GCST90278650_EFO_0004338	-0.016165	0.4145	163055.0	16.0	0.118212	11.78993185185185	53.0	1531.0	55.456500000000005	1.133	Common
GCST90018742_EFO_0004587	-0.0045267499999999995	0.8320000000000001	45700.0	15.0	0.0210372	15.561033333333334	53.0	1155.0	38.423500000000004	0.9996666666666668	Common
GCST90446792_EFO_0000384	0.1043825	0.698	97320.0	15.0	0.0276894	8.40468536111111	53.0	1604.0	51.576499999999996	1.0539999999999998	Common
GCST007080_EFO_0004713	0.0622535	0.6615	132439.5	14.0	0.034198099999999995	10.358204148148147	52.0	1829.5	59.239000000000004	1.0716666666666665	Common
GCST90269609_EFO_0022228	-0.14716	0.762	44402.0	22.0	0.02176595	13.036009055555557	50.0	2022.0	69.062	0.99925	Common
GCST007556_EFO_0003756	0.20612	0.683	226389.5	14.0	0.057317900000000005	7.274451814814816	50.5	1808.0	47.295	1.134	Common
GCST90018735_EFO_0004468	-0.2187395	0.862	54058.5	20.5	0.00631385	5.362466328703702	32.0	1533.0	51.674499999999995	1.026	Common
GCST90269783_MONDO_0004867	-0.10481	0.784	95701.0	19.0	0.0383602	15.438945	47.0	1203.0	48.47	1.018	Common
GCST90301945_EFO_0004614	0.10641	0.649	74587.0	20.0	0.03880645	14.616154444444444	53.0	1428.0	52.573	1.088666666666667	Common
GCST001612_EFO_0004696	0.000696	1.013	26845.0	17.0	0.00558489	11.632611055555556	42.0	1536.0	44.404	0.82925	Common
GCST90399702_EFO_0004274	0.22210999999999997	0.792	60393.5	17.5	0.006245570000000001	7.870352813888888	45.0	1810.5	55.4045	1.0205	Common
GCST012466_EFO_0003756	-0.27726	0.727	141451.0	11.0	0.0280916	8.480843565740741	45.5	1977.0	75.551	1.0819999999999999	Common
GCST90239612_EFO_0004611	0.22935	0.762	42644.0	16.0	0.0179677	9.929564587037037	52.0	1956.0	58.606	1.026	Common
GCST90102623_EFO_0004627	-0.51978	0.977	124939.0	44.0	0.0375569	5.725269496296296	46.0	1802.0	29.826	1.026	Common
GCST90016564_EFO_0000555	0.127605	0.3255	198099.5	11.5	0.20485	29.389760450925927	53.5	3963.0	161.315	1.0867499999999999	Common
GCST007838_EFO_0009767	0.5034449999999999	1.0675	52945.0	18.5	0.0103373	9.453142559259259	46.5	942.5	35.709	1.0784687499999999	Common
GCST90278641_OBA_2045260	0.06723299999999999	0.657	63187.5	16.5	0.0364126	9.304026188888889	53.0	1566.0	59.1025	1.026	Common
GCST90019526_EFO_0004631	-0.041941	1.02	51587.0	15.0	0.003547815	4.606366362037035	30.0	1479.0	46.763	1.026	Common
GCST90269729_EFO_0022288	0.15376800000000002	0.736	112990.0	17.0	0.0173401	13.313550481481482	52.5	1437.0	54.792	1.0853333333333335	Common
GCST90269591_EFO_0022325	0.217165	0.8015	77592.0	16.5	0.02121285	13.59699611111111	51.5	1694.0	58.747	1.0196	Common
GCST90091725_EFO_0010733	-1.0559	0.815	14240.0	47.0	0.00980722	13.120146296296296	54.0	1380.0	54.131	1.138	Common
GCST90432141_HP_0001082	-0.65617	1.153	51046.0	15.0	0.00294736	5.48095462962963	50.0	1423.0	55.869	1.026	Common
GCST90018883_EFO_1000391	-0.160215	0.671	95098.0	27.0	0.074016	7.399350398148147	34.5	1601.0	55.8155	1.033	Common
GCST006926_EFO_1000786	-0.17216	0.726	106909.0	19.0	0.0265279	4.90289225925926	40.0	1534.0	48.17	1.1108571428571428	Common
GCST90018860_EFO_0009189	0.44706999999999997	0.3865	186524.0	26.5	0.09059249999999999	3.5359716361111113	30.0	1249.5	59.694500000000005	1.0306666666666666	Common
GCST90090980_MONDO_0007254	0.11019	0.531	140307.0	19.0	0.0635271	10.034253222222222	53.0	1809.0	56.33	1.082	Common
GCST90269695_EFO_0022335	-0.14251000000000003	0.7829999999999999	43770.0	17.0	0.0181717	13.130353481481478	49.5	1749.5	64.2465	1.0255	Common
GCST90444373_MONDO_0004975			110326.5	12.5	0.1459965	6.047707644444445	49.0	2196.5		1.0819999999999999	Common
